Timestamp,FP1_Delta,FP1_Theta,FP1_Alpha,FP1_Beta,FP2_Delta,FP2_Theta,FP2_Alpha,FP2_Beta,O1_Delta,O1_Theta,O1_Alpha,O1_Beta,O2_Delta,O2_Theta,O2_Alpha,O2_Beta,C3_Delta,C3_Theta,C3_Alpha,C3_Beta,CZ_Delta,CZ_Theta,CZ_Alpha,CZ_Beta,FZ_Delta,FZ_Theta,FZ_Alpha,FZ_Beta,C4_Delta,C4_Theta,C4_Alpha,C4_Beta
184047.4713319,42.29881120706088,25.173698553114956,17.130318635893317,11.779216375318311,79.17862428618308,39.79438284569207,21.31399180927617,20.103954895968837,170.49996042890672,33.54957257244701,26.151580558238802,11.540323939292646,2750.1746800470078,41.95939127353948,30.114863884906836,30.001680527185297,1018.8592595731884,86.95053329224152,25.429222213570277,14.466866996463944,312.3127855115188,35.227678163587264,25.797854239457646,12.77418969250821,2071.948365376539,189.84539537586696,65.77048795760415,128.37431375363715,805.4997695909825,82.21822313855395,37.77611779971403,17.345790610649065
184047.4713711,61.60035510774422,25.31966052254326,17.214057236723757,11.894009813201766,87.93608051793348,39.91764747197623,21.35722594985015,20.157393574313538,226.11390953919272,33.41543797890851,26.098380290444904,11.53856604957315,4243.148332871953,41.84644941048816,30.083407885276245,29.968991418880503,988.9360152864004,86.59831287940565,25.4654541942692,14.480103569025221,342.56784080778516,35.27278357852165,25.81738880872285,12.729803757205493,2610.001827741024,189.71825966458078,65.89983563557635,128.11727257609425,820.3411768293169,82.14922097178095,37.78550924862266,17.306046366241223
184047.4714052,37.765190630268364,25.401654743572564,17.172936528095633,11.864245037020156,77.84074104939478,40.0031737375372,21.327434803531315,20.108052261843238,163.61899166940964,33.37322471695281,26.03950902202452,11.535949334401831,1135.7254582720116,41.88132494214247,30.01650922919135,29.939995692269644,984.9744280345485,86.75345375046257,25.480990839538723,14.453905007294075,179.52488416003513,35.29057057798357,25.830715619353935,12.685797285799355,2084.741861610054,189.440889751272,65.98960525847168,127.86688535840902,808.8984527785175,82.14733003300742,37.79378763100165,17.26636751394569
184047.471453,51.98933878780268,25.505865623591646,17.157086865281702,11.867375984927113,118.1425624443076,40.09530207981677,21.294822588228115,20.059781310307905,255.2106364839484,33.37782436601947,25.97933402737785,11.53226657675063,6509.970621344859,42.10018354490196,29.96092550267308,29.904865707095432,987.5491278116071,86.92426014148526,25.449806027015203,14.422114238268032,137.0758729796555,35.27099907729424,25.84434272696277,12.641852136461255,2767.4175578316467,189.26266043358498,66.07282992407995,127.61377434580679,814.780121586829,82.14810422891378,37.80002923226892,17.226825388264867
184047.4714978,48.19167988209099,25.581057450191437,17.121685619112405,11.848873771363907,108.84249980148661,40.166024472587594,21.259760375264694,20.011306316675057,301.0187224804112,33.30256616264215,25.930224720172074,11.528956778658179,2139.433830755393,42.05376186702641,29.865786504137017,29.87787621326118,1046.2284680190564,88.33615551429517,25.53704065694195,14.31880005715933,160.26597522191534,35.27951000283643,25.861740098458725,12.598431211406712,2870.4343638097616,189.04972832177307,66.19643948332084,127.34496625403357,817.6832377979795,82.1096625363466,37.80466956365654,17.18716344578793
184047.4715613,44.86670286262859,25.49919588437393,16.882375532196473,11.610957399737151,87.8028548283232,40.13076443237501,21.1276154640486,19.835227301488978,175.74302069771744,33.137125672323826,25.881596226122475,11.526326232528469,2445.9789694359442,41.905798898238956,29.769415542468426,29.850174406677343,1033.7068340556768,88.20812099218631,25.568162658195547,14.314312722447314,334.62831896543526,35.3024423084319,25.877541448919885,12.555962560574988,2145.7819165716883,188.60861532453373,66.34832006319321,127.07686233940767,802.2203841304316,81.99497757164507,37.80971915901467,17.147156150467893
184047.4715857,58.06634136504927,25.696016979365147,17.039607744034797,11.80340030050961,89.43979109813415,40.27296186112415,21.188322217103696,19.915154477926073,240.5250149340803,33.004257161118005,25.833076727615722,11.523512821303951,4166.895015949385,41.83840128934744,29.70202655148597,29.817702204483965,1004.8077726036804,87.8587123337977,25.602605723818495,14.326360835311954,345.9834756767388,35.32837646421147,25.88622157438556,12.513352394033083,2709.606378936261,188.22046152282016,66.4753675152865,126.80530365780626,817.6614904471537,81.86892651573105,37.81515550032019,17.107313651244382
184047.4716103,38.31666179829762,25.74745410395457,16.963396984678866,11.738025231464361,82.13072135009865,40.34900218799695,21.15384542935881,19.866335759109823,158.0990926379757,32.956395368497354,25.777729441270854,11.519459376312012,1080.5138478962417,41.8110030547967,29.664105069801227,29.78276327858106,1013.3399647034805,88.2203528872864,25.63946103414862,14.27635211168757,169.24301736088842,35.33881271543587,25.893065923875916,12.47073711784387,2209.7325483882905,188.18987849612753,66.57399430296897,126.52942438422973,812.2612370490903,81.79480617646726,37.81782281338283,17.06796499444201
184047.4716342,55.86386709309323,25.86462712018784,16.97912424700139,11.782451920676538,127.42190930785058,40.42514045823152,21.11627736127447,19.818360866631423,262.0802255394541,32.95021895111576,25.726188729566573,11.515123873610946,6847.68526300797,41.96633544315344,29.56848406234327,29.750789866700938,1005.9319564242614,87.99687713723009,25.573687772441776,14.267590044882969,136.4291016664709,35.3276944918741,25.901892862408413,12.428913887893405,2624.8483267816146,188.39330614863434,66.68048000040098,126.24773049835215,810.4187804344956,81.7421597834605,37.81790428949225,17.02886275727945
184047.4716596,50.98662890154843,25.93215438214739,16.94118559827122,11.765812906372306,116.76000484373048,40.48515217182089,21.077186092858774,19.770342633915327,295.5231923035379,32.8813396100976,25.683678089901637,11.511205167652912,2228.6054967331665,41.8758582284925,29.516069631358917,29.716588686375577,1036.7658766744164,88.76572174340376,25.638561812574768,14.214188670150397,161.1439373887808,35.330364416184196,25.910816728791858,12.387685926524648,2814.046090001314,188.20051854531914,66.8297583065299,125.96925826696172,807.9614365438164,81.64650766315536,37.81715373877314,16.989640810059335
