Timestamp,PPG
186485.436837,42859.0,83718.0
186485.4368579,42866.0,83794.0
186485.4368821,42864.0,83876.0
186485.4369006,42871.0,83744.0
186485.4369243,42860.0,83756.0
186485.4369408,42871.0,83668.0
186485.5390755,42860.0,83784.0
186485.5390874,42866.0,83842.0
186485.5390949,42870.0,83750.0
186485.5391022,42863.0,83792.0
186485.5391116,42859.0,83718.0
186485.5391311,42853.0,83810.0
186485.539148,42864.0,83876.0
186485.5391708,42871.0,83744.0
186485.5391904,42854.0,83774.0
186485.5392041,42871.0,83668.0
186485.6464733,42862.0,83810.0
186485.6464964,42886.0,83876.0
186485.6465421,42866.0,83756.0
186485.6466078,42871.0,83814.0
186485.6466582,42867.0,83644.0
186485.6467214,42862.0,83804.0
186485.646776,42860.0,83888.0
186485.6468251,42880.0,83740.0
186485.6468616,42876.0,83858.0
186485.6468916,42879.0,83762.0
186485.7394995,42863.0,83832.0
186485.7395275,42886.0,83876.0
186485.7395354,42866.0,83756.0
186485.7395433,42867.0,83860.0
186485.7395518,42867.0,83644.0
186485.7395596,42858.0,83836.0
186485.7395675,42860.0,83888.0
186485.7395754,42880.0,83740.0
186485.7395832,42859.0,83894.0
186485.7396045,42879.0,83762.0
186485.8386964,42886.0,83932.0
186485.8387236,42866.0,83842.0
186485.8387412,42870.0,83749.0
186485.8387539,42884.0,83992.0
186485.8387692,42859.0,83716.0
186485.8387838,42895.0,83950.0
186485.8387992,42864.0,83875.0
186485.838828,42871.0,83743.0
186485.8388433,42883.0,83989.0
186485.8388559,42871.0,83668.0
186485.9386356,42879.0,83926.0
186485.938666,42866.0,83842.0
186485.9386742,42870.0,83749.0
186485.9386822,42874.0,83920.0
186485.9386904,42859.0,83716.0
186485.9386985,42881.0,83863.0
186485.9387064,42864.0,83875.0
186485.9387144,42871.0,83743.0
186485.9387222,42881.0,83866.0
186485.9387303,42871.0,83668.0
186486.0374786,42870.0,83714.0
186486.0375026,42886.0,83876.0
186486.037524,42866.0,83756.0
186486.0375378,42864.0,83740.0
186486.0375557,42867.0,83644.0
186486.0375699,42850.0,83706.0
186486.037586,42860.0,83888.0
186486.0376021,42880.0,83740.0
186486.0376168,42857.0,83734.0
186486.0376342,42879.0,83762.0
186486.2875631,42872.0,83736.0
186486.2875747,42886.0,83876.0
186486.2875819,42859.0,83744.0
186486.2876019,42864.0,83740.0
186486.2876088,42867.0,83644.0
186486.2876156,42852.0,83720.0
186486.2876229,42860.0,83888.0
186486.2876298,42864.0,83732.0
186486.2877022,42857.0,83734.0
186486.2877133,42879.0,83762.0
186486.3270959,42856.0,83748.0
186486.3271211,42866.0,83842.0
186486.3271428,42871.0,83740.0
186486.3271566,42857.0,83760.0
186486.3271751,42859.0,83718.0
186486.3271886,42855.0,83766.0
186486.327206,42864.0,83876.0
186486.3272232,42881.0,83764.0
186486.3272374,42863.0,83748.0
186486.327255,42871.0,83668.0
186486.343221,42869.0,83800.0
186486.3432456,42866.0,83842.0
186486.3432646,42897.0,83802.0
186486.34328,42857.0,83760.0
186486.3432961,42859.0,83718.0
186486.3433109,42872.0,83816.0
186486.3433431,42864.0,83876.0
186486.3433593,42898.0,83822.0
186486.3433693,42863.0,83748.0
186486.3433782,42871.0,83668.0
186486.4214034,42888.0,83881.0
186486.4214313,42886.0,83875.0
186486.4214397,42900.0,83893.0
186486.4214477,42864.0,83740.0
186486.4214565,42867.0,83644.0
186486.4214646,42880.0,83899.0
186486.4214861,42860.0,83887.0
186486.4214939,42908.0,83917.0
186486.421502,42857.0,83734.0
186486.4215101,42879.0,83761.0
186486.5224798,42861.0,83929.0
186486.522495,42886.0,83875.0
186486.5225058,42886.0,83896.0
186486.5225366,42864.0,83740.0
186486.5225481,42867.0,83644.0
186486.5225579,42878.0,83872.0
186486.5225677,42860.0,83887.0
186486.5225775,42880.0,83836.0
186486.5225876,42857.0,83734.0
186486.5225976,42879.0,83761.0
186486.6225443,42857.0,83677.0
186486.6225684,42866.0,83843.0
186486.6225878,42864.0,83657.0
186486.6226037,42857.0,83761.0
186486.6226214,42859.0,83717.0
186486.6226398,42841.0,83663.0
186486.6226575,42864.0,83875.0
186486.6226805,42856.0,83647.0
186486.6226995,42863.0,83747.0
186486.6227127,42871.0,83667.0
186486.720614,42853.0,83633.0
186486.7206376,42866.0,83843.0
186486.7206565,42819.0,83649.0
186486.7206721,42857.0,83761.0
186486.7206897,42859.0,83717.0
186486.7207039,42858.0,83645.0
186486.7207211,42864.0,83875.0
186486.7207346,42809.0,83655.0
186486.7207506,42863.0,83747.0
186486.7207641,42871.0,83667.0
186486.8259923,42842.0,83642.0
186486.8261035,42886.0,83876.0
186486.8261163,42802.0,83644.0
186486.8261293,42864.0,83740.0
186486.8261439,42867.0,83644.0
186486.8261594,42838.0,83656.0
186486.8261738,42860.0,83888.0
186486.8261949,42795.0,83658.0
186486.8262731,42857.0,83734.0
186486.8263698,42879.0,83762.0
186486.9236494,42865.0,83684.0
186486.9236622,42886.0,83876.0
186486.9236704,42807.0,83694.0
186486.9236783,42864.0,83740.0
186486.9237185,42867.0,83644.0
186486.9237507,42858.0,83696.0
186486.9237774,42860.0,83888.0
186486.9238088,42810.0,83700.0
186486.9238599,42857.0,83734.0
186486.9238945,42879.0,83762.0
186487.0266778,42858.0,83774.0
186487.0266953,42866.0,83842.0
186487.0267072,42847.0,83772.0
186487.0267249,42857.0,83760.0
186487.0267434,42859.0,83718.0
186487.026768,42861.0,83790.0
186487.0268677,42864.0,83876.0
186487.0268797,42851.0,83802.0
186487.0268911,42863.0,83748.0
186487.0269219,42871.0,83668.0
186487.122753,42874.0,83814.0
186487.122776,42866.0,83842.0
186487.1227938,42847.0,83820.0
186487.1228067,42857.0,83760.0
186487.122823,42859.0,83718.0
186487.1228336,42856.0,83784.0
186487.1228533,42864.0,83876.0
186487.1228688,42851.0,83776.0
186487.1230376,42863.0,83748.0
186487.1230945,42871.0,83668.0
186487.2426861,42835.0,83582.0
186487.2427043,42886.0,83876.0
186487.2427159,42828.0,83573.0
186487.242728,42864.0,83738.0
186487.2427407,42867.0,83642.0
186487.2427524,42834.0,83585.0
186487.2427648,42860.0,83888.0
186487.2427761,42831.0,83558.0
186487.242788,42857.0,83735.0
186487.2428005,42879.0,83762.0
186487.3417612,42840.0,83541.0
186487.3417828,42886.0,83877.0
186487.3418342,42833.0,83547.0
186487.3418522,42864.0,83739.0
186487.3418683,42867.0,83643.0
186487.3418853,42842.0,83556.0
186487.3418953,42860.0,83886.0
186487.3419076,42841.0,83562.0
186487.3419309,42857.0,83733.0
186487.3419492,42879.0,83760.0
186487.4504864,42839.0,83567.0
186487.4505104,42866.0,83843.0
186487.4505292,42823.0,83588.0
186487.4505426,42857.0,83759.0
186487.4505584,42859.0,83717.0
186487.4505729,42826.0,83576.0
186487.4505884,42864.0,83876.0
186487.4506048,42831.0,83597.0
186487.4506221,42863.0,83747.0
186487.4506355,42871.0,83666.0
186487.5426375,42844.0,83618.0
186487.5426525,42866.0,83843.0
186487.5426626,42843.0,83630.0
186487.5426717,42857.0,83759.0
186487.542684,42859.0,83717.0
186487.5426981,42843.0,83645.0
186487.5427104,42864.0,83876.0
186487.5427343,42851.0,83645.0
186487.5427593,42863.0,83747.0
186487.5427672,42871.0,83666.0
186487.6403415,42850.0,83728.0
186487.6403541,42886.0,83876.0
186487.6403623,42860.0,83770.0
186487.6403707,42864.0,83740.0
186487.6403788,42867.0,83644.0
186487.6403863,42867.0,83732.0
186487.6403936,42860.0,83888.0
186487.6404008,42863.0,83794.0
186487.6404085,42857.0,83734.0
186487.6404156,42879.0,83762.0
186487.7418783,42847.0,83766.0
186487.7419046,42886.0,83876.0
186487.7419252,42849.0,83794.0
186487.7419413,42864.0,83740.0
186487.7419575,42867.0,83644.0
186487.7419862,42853.0,83730.0
186487.742014,42860.0,83888.0
186487.7420297,42858.0,83722.0
186487.7420482,42857.0,83734.0
186487.7420632,42879.0,83762.0
186487.8381109,42836.0,83533.0
186487.8381619,42866.0,83842.0
186487.8382106,42843.0,83530.0
186487.8382491,42857.0,83761.0
186487.8382715,42859.0,83716.0
186488.0534198,42830.0,83490.0
186488.622489,42843.0,83730.0
186489.1383085,42843.0,83730.0
186489.6508895,42862.0,83708.0
186490.2597105,42843.0,83730.0
186490.8260858,42862.0,83708.0
186491.5155693,42843.0,83729.0
186491.9246993,42843.0,83729.0
186492.540371,42862.0,83708.0
186493.0552471,42843.0,83729.0
186493.5575992,42843.0,83728.0
186494.0235213,42862.0,83708.0
186494.6380731,42843.0,83729.0
186495.1543914,42843.0,83729.0
186495.6572485,42879.0,83707.0
186496.1468211,42842.0,83903.0
186496.8360957,42899.0,83933.0
186497.3576285,42884.0,83751.0
186497.9366614,42895.0,84146.0
186498.4573486,42877.0,83939.0
186498.9598405,42902.0,84111.0
186499.5349721,42893.0,84181.0
186500.0586393,42867.0,83853.0
186500.5548924,42867.0,83854.0
186501.1427568,42859.0,83853.0
186501.6560033,42867.0,83851.0
186502.1772604,42867.0,83853.0
186502.7556333,42859.0,83852.0
186503.2633644,42863.0,83707.0
186503.8713312,42859.0,83852.0
186504.3354737,42859.0,83850.0
186504.8582669,42867.0,83855.0
186505.4725377,42859.0,83852.0
186506.0847325,42867.0,83855.0
186506.5771915,42867.0,83854.0
186507.0548422,42883.0,83699.0
186507.6730212,42823.0,83669.0
186508.2002089,42852.0,83538.0
186508.6510081,42863.0,83520.0
186509.2957276,42844.0,83524.0
186509.8176145,42866.0,83711.0
186510.2572455,42859.0,83615.0
186510.7753016,42885.0,83850.0
186511.3859555,42862.0,83771.0
186511.9564068,42875.0,83787.0
186512.4718869,42862.0,83769.0
186512.984335,42862.0,83769.0
186513.5505116,42875.0,83787.0
186514.1748212,42862.0,83771.0
186514.6838214,42875.0,83786.0
186515.1848595,42875.0,83787.0
186515.6557167,42862.0,83771.0
186516.2173248,42860.0,83891.0
186516.8877564,42862.0,83769.0
186517.3913457,42862.0,83770.0
186517.8555068,42875.0,83786.0
186518.7674986,42879.0,83944.0
186518.994801,42906.0,84431.0
186519.6724911,42878.0,83908.0
186520.2107249,42876.0,83809.0
186520.7205,42864.0,83873.0
186521.1963954,42871.0,83958.0
186521.9081852,42876.0,84187.0
186522.3766439,42935.0,84613.0
186522.9739498,42908.0,84568.0
186523.4854043,42935.0,84613.0
186524.0010345,42935.0,84613.0
186524.5207859,42908.0,84568.0
186525.1469611,42935.0,84607.0
186525.5887243,42935.0,84608.0
186526.212556,42907.0,84563.0
186526.7158972,42935.0,84607.0
186527.2874836,42907.0,84572.0
186527.987944,42934.0,84608.0
186528.5577896,42907.0,84572.0
186529.301785,42934.0,84608.0
186529.6687548,42853.0,83400.0
186530.213444,42810.0,83550.0
186530.8227435,42836.0,83559.0
186531.273846,42854.0,83530.0
186532.029103,42845.0,83570.0
186532.6509083,42837.0,83515.0
186533.0826128,42834.0,83504.0
186533.7753396,42846.0,83655.0
186534.2095924,42827.0,83488.0
186534.7312274,42832.0,83506.0
186535.3897206,42827.0,83488.0
186535.8233139,42827.0,83489.0
186536.4916086,42832.0,83506.0
186536.9708096,42827.0,83492.0
186537.537417,42832.0,83506.0
186538.0335775,42832.0,83506.0
186538.5513269,42827.0,83492.0
186539.0249004,42868.0,83772.0
186540.3874847,42832.0,83506.0
186540.8188709,42832.0,83506.0
186541.3293057,42881.0,83948.0
186542.5229812,42896.0,84232.0
186543.0214424,42857.0,84003.0
186543.652172,42855.0,83886.0
186544.3332511,42851.0,83836.0
186544.8154898,42841.0,83700.0
186545.3528305,42821.0,83691.0
186545.8320547,42818.0,83705.0
186546.3772648,42826.0,83712.0
186546.9429032,42818.0,83708.0
186547.4250782,42818.0,83708.0
186547.9216406,42826.0,83709.0
186548.5400721,42818.0,83704.0
186549.0354328,42818.0,83707.0
186549.5244554,42826.0,83709.0
186550.152286,42818.0,83708.0
186550.5183428,42728.0,83369.0
186551.2879151,42826.0,83711.0
186552.3276474,42818.0,83707.0
186552.8623419,42838.0,83657.0
186553.7561337,42777.0,83574.0
186554.3552669,42803.0,83565.0
186554.7675937,42819.0,83770.0
186554.9924089,42809.0,83636.0
186555.7163569,42839.0,83849.0
186556.2428056,42823.0,83664.0
186556.8530074,42817.0,83709.0
186557.1631384,42809.0,83531.0
186558.4500585,42817.0,83708.0
186558.9896446,42823.0,83664.0
186559.527809,42817.0,83709.0
186560.0380732,42817.0,83708.0
186560.6504481,42823.0,83665.0
186561.1622331,42817.0,83708.0
186561.6318812,42817.0,83709.0
186562.2550734,42823.0,83665.0
186562.9696095,42870.0,83638.0
186563.6765091,42800.0,83651.0
186564.1485779,42838.0,83794.0
186564.8852822,42834.0,83757.0
186565.2504425,42842.0,83666.0
186565.7771486,42808.0,83564.0
186566.2661178,42825.0,83526.0
186566.8852644,42808.0,83460.0
186567.3593614,42807.0,83494.0
186567.9817894,42829.0,83492.0
186568.5993407,42807.0,83494.0
186569.0511739,42807.0,83494.0
186569.5834461,42826.0,83663.0
186570.1966471,42807.0,83494.0
186570.6482035,42807.0,83494.0
186571.3183399,42829.0,83492.0
186571.7507469,42807.0,83494.0
186572.277454,42808.0,83590.0
186572.877001,42829.0,83492.0
186573.3816752,42807.0,83493.0
186573.9841675,42813.0,83379.0
186574.5758868,42805.0,83400.0
186575.0816783,42826.0,83608.0
186575.6936028,42843.0,83633.0
186576.2220368,42818.0,83489.0
186576.668384,42815.0,83469.0
186577.3034152,42839.0,83547.0
186577.8584403,42848.0,83707.0
186578.4347332,42826.0,83663.0
186578.9709571,42848.0,83707.0
186579.5232077,42848.0,83707.0
186580.0821904,42826.0,83664.0
186580.5717577,42848.0,83708.0
186581.0824288,42848.0,83707.0
186581.694734,42826.0,83664.0
186582.22364,42848.0,83708.0
186582.7848472,42826.0,83663.0
186583.2951344,42826.0,83665.0
186583.9142917,42848.0,83708.0
186584.4738612,42835.0,83560.0
186585.0025729,42806.0,83502.0
186585.5286835,42811.0,83491.0
186585.9869996,42829.0,83710.0
186586.6006614,42836.0,83753.0
186587.1169694,42836.0,83642.0
186587.7349916,42827.0,83621.0
186588.2659524,42838.0,83805.0
186588.8380616,42828.0,83694.0
186589.3355435,42828.0,83693.0
186589.8166152,42838.0,83805.0
186590.4335144,42828.0,83693.0
186590.8948157,42828.0,83694.0
186591.5121663,42838.0,83803.0
186592.0179556,42828.0,83694.0
186592.6074419,42838.0,83803.0
186593.1114317,42838.0,83804.0
186593.6024737,42828.0,83693.0
186594.2025877,42838.0,83804.0
186594.7270761,42857.0,83544.0
186595.1942054,42819.0,83474.0
186595.7986756,42838.0,83476.0
186596.3759954,42846.0,83432.0
186596.9245075,42837.0,83476.0
186597.4794842,42823.0,83376.0
186598.0229891,42834.0,83285.0
186598.5520914,42879.0,83866.0
186599.1190705,42897.0,84072.0
186599.7216171,42903.0,84011.0
186600.3065321,42897.0,84072.0
186600.750396,42897.0,84072.0
186601.3345327,42903.0,84013.0
186601.8341963,42897.0,84075.0
186602.4026898,42897.0,84075.0
186603.0366304,42897.0,84075.0
186603.6047604,42897.0,84075.0
186604.0153488,42903.0,84013.0
186604.5188584,42903.0,84013.0
186605.190442,42897.0,84075.0
186605.6296229,42883.0,83734.0
186606.2220848,42794.0,83608.0
186606.7342952,42820.0,83523.0
186607.2566246,42814.0,83473.0
186607.773151,42800.0,83265.0
186608.3714669,42803.0,83283.0
186608.9290905,42808.0,83479.0
186609.4064033,42820.0,83524.0
186610.069815,42813.0,83475.0
186610.7652333,42813.0,83413.0
186611.2106923,42813.0,83473.0
186611.8533483,42813.0,83413.0
186612.383853,42813.0,83413.0
186612.9633364,42813.0,83475.0
186613.4313376,42813.0,83414.0
186614.1275788,42813.0,83476.0
186614.6283938,42813.0,83414.0
186615.2302853,42813.0,83475.0
186615.7595045,42813.0,83475.0
186616.3834662,42813.0,83412.0
186616.8282494,42872.0,83541.0
186617.3629788,42791.0,83368.0
186618.0743984,42822.0,83306.0
186618.5130823,42799.0,83379.0
186619.0774781,42810.0,83384.0
186619.6561776,42790.0,83030.0
186620.1781342,42779.0,83091.0
186620.6684693,42814.0,83392.0
186621.2451135,42792.0,83239.0
186621.7882062,42792.0,83237.0
186622.377139,42794.0,83240.0
186622.8991733,42792.0,83235.0
186623.4804133,42794.0,83240.0
186624.0765688,42792.0,83236.0
186624.7375829,42794.0,83240.0
186625.1813931,42794.0,83240.0
186625.7088126,42792.0,83236.0
186626.3528534,42794.0,83241.0
186626.9958902,42792.0,83236.0
186627.5924623,42861.0,83731.0
186628.1936412,42841.0,83753.0
186628.6669467,42872.0,83565.0
186629.3095138,42858.0,83481.0
186629.7776849,42858.0,83368.0
186630.3426125,42832.0,83225.0
186630.8842781,42829.0,83232.0
186631.4749326,42856.0,83387.0
186632.0007227,42861.0,83397.0
186632.5628773,42856.0,83425.0
186633.0831271,42861.0,83397.0
186633.6641251,42856.0,83425.0
186634.1796975,42856.0,83425.0
186634.7756986,42861.0,83397.0
186635.33171,42856.0,83426.0
186635.7628571,42856.0,83425.0
186636.3843463,42861.0,83397.0
186637.0099403,42856.0,83425.0
186637.5990161,42861.0,83395.0
186638.2059837,42829.0,83334.0
186638.7113048,42843.0,83592.0
186639.2954095,42866.0,83524.0
186639.809287,42869.0,83652.0
186640.4035548,42831.0,83301.0
186641.1965912,42814.0,82971.0
186641.6910629,42814.0,82936.0
186642.2636048,42810.0,83081.0
186642.8104678,42796.0,82805.0
186643.4135112,42792.0,82796.0
186644.1460902,42792.0,82796.0
186644.6094843,42792.0,82796.0
186645.3310651,42796.0,82807.0
186645.7955177,42792.0,82796.0
186646.2844515,42796.0,82807.0
186646.9167947,42792.0,82796.0
186647.4322281,42792.0,82796.0
186647.8776217,42796.0,82806.0
186648.5280467,42792.0,82796.0
186649.0914962,42849.0,83227.0
186649.674583,42851.0,83100.0
186650.0893167,42850.0,83378.0
186650.6900983,42875.0,83493.0
186651.3259235,42863.0,83435.0
186651.7917203,42862.0,83411.0
186652.438694,42849.0,83348.0
186652.9922543,42857.0,83426.0
186653.6249191,42849.0,83387.0
186654.1132866,42858.0,83353.0
186654.642534,42858.0,83353.0
186655.2306077,42849.0,83387.0
186655.85044,42858.0,83353.0
186656.4495419,42849.0,83387.0
186656.9288013,42858.0,83352.0
186657.4118192,42858.0,83351.0
186657.9862307,42849.0,83387.0
186658.7801322,42858.0,83353.0
186659.1941302,42849.0,83387.0
186659.6407242,42849.0,83387.0
186660.2470348,42845.0,83184.0
186660.7448708,42835.0,83370.0
186661.3397053,42863.0,83583.0
186661.9421337,42861.0,83592.0
186662.4553641,42860.0,83296.0
186663.2065474,42848.0,83428.0
186663.8303448,42825.0,83273.0
186664.4091099,42860.0,83296.0
186665.2244139,42812.0,83281.0
186665.7165339,42817.0,83245.0
186666.4379791,42812.0,83279.0
186666.8266559,42812.0,83281.0
186667.3540704,42817.0,83245.0
186667.8602069,42817.0,83245.0
186668.3419663,42812.0,83281.0
186668.9380689,42817.0,83245.0
186669.4485264,42817.0,83245.0
186670.056389,42812.0,83280.0
186670.591361,42817.0,83245.0
186671.0612974,42817.0,83245.0
186671.7087253,42880.0,83292.0
186672.1617156,42815.0,83385.0
186672.8223143,42840.0,83209.0
186673.213808,42823.0,83178.0
186673.738003,42846.0,83215.0
186674.3542045,42824.0,83179.0
186674.8411369,42845.0,83474.0
186675.3742023,42850.0,83441.0
186675.9923613,42837.0,83293.0
186676.4565297,42837.0,83293.0
186677.0768937,42845.0,83283.0
186677.5459822,42837.0,83293.0
186678.1941809,42845.0,83281.0
186678.687789,42845.0,83284.0
186679.1680459,42837.0,83292.0
186679.7222076,42845.0,83284.0
186680.2782016,42845.0,83281.0
186680.844088,42837.0,83294.0
186681.35807,42838.0,83284.0
186681.9431222,42833.0,83292.0
186682.4734675,42833.0,83286.0
186683.0503733,43116.0,85243.0
186683.6909777,99977.0,98794.0
186684.1658127,100361.0,97830.0
186684.7038461,100488.0,97465.0
186685.3019978,100485.0,97524.0
186685.7664921,100488.0,97465.0
186686.2819218,100488.0,97465.0
186686.9003505,100539.0,97368.0
186687.3583283,100528.0,97373.0
186687.9045619,100528.0,97373.0
186688.4744851,100539.0,97368.0
186689.0837859,100891.0,97447.0
186689.5508058,100894.0,97429.0
186690.0996596,100894.0,97431.0
186690.551922,100891.0,97447.0
186691.1999183,100894.0,97429.0
186691.6666901,100894.0,97431.0
186692.2831049,100891.0,97447.0
186692.7921766,100894.0,97431.0
186693.3020042,100894.0,97431.0
186693.7439301,100785.0,97301.0
186694.271175,100785.0,97277.0
186694.9029477,100786.0,97284.0
186695.3936919,100792.0,97287.0
186696.0152604,100771.0,97275.0
186696.4774051,100757.0,97295.0
186697.0070789,100756.0,97286.0
186697.6263635,100749.0,97254.0
186698.0633767,100725.0,97244.0
186698.6768061,100744.0,97247.0
186699.1931481,100733.0,97252.0
186699.7198427,100733.0,97252.0
186700.1789718,100744.0,97246.0
186700.7663343,100733.0,97252.0
186701.2855299,100733.0,97252.0
186701.795905,100744.0,97247.0
186702.3003217,100744.0,97247.0
186702.8799246,100733.0,97252.0
186703.4954988,100744.0,97246.0
186704.0193643,100733.0,97252.0
186704.4790473,100733.0,97251.0
186705.1059756,100673.0,97097.0
186705.5796917,100646.0,97100.0
186706.1972874,100669.0,97077.0
186706.7771695,100658.0,97083.0
186707.2923891,100667.0,97047.0
186707.9131444,100649.0,97038.0
186708.4027896,100640.0,97050.0
186709.1151245,100667.0,97029.0
186710.253931,100619.0,97003.0
